City,Code1,Code2
Baziège,FR,HBG
Bazoches,FR,BZH
Bazoches-les-Gallerandes,FR,BGX
Bazoches-sur-Guyonne,FR,7BG
Bazoches-sur-le-Betz,FR,WBB
Bazoges-en-Paillers,FR,ZBP
Bazoges-en-Pareds,FR,B3P
Bazoilles-sur-Meuse,FR,BZZ
Bazoques,FR,ZOQ
Bazougers,FR,B2Z
Bazouges-la-Pérouse,FR,BZP
Bazouges-sur-le-Loir,FR,B2X
Bazuel,FR,B6A
Béard-Géovreissiat,FR,DGI
Beaucaire,FR,BCA
Beaucaire,FR,BCR
Beaucamp-le-Jeune,FR,BMJ
Beaucamps-le-Vieux,FR,BMV
Beaucamps-Ligny,FR,BPG
Beaucé,FR,OZZ
Beauchalot,FR,C3B
Beauchamp,FR,BCP
Beauchamps,FR,BCS
Beauchastel,FR,BT7
Beauclair,FR,B2C
Beaucourt,FR,BCT
Beaucouzé,FR,ACZ
Beaufort,FR,B34
Beaufort,FR,BFR
Beaufort,FR,BF2
Beaufort-en-Santerre,FR,XE3
Beaufort-en-Vallée,FR,BTV
Beaugency,FR,BGY
Beaujeu,FR,BEJ
Beaujeu,FR,BJU
Beaulieu,FR,BUL
Beaulieu,FR,BME
Beaulieu,FR,B5U
Beaulieu-lès-Loches,FR,BLH
Beaulieu-sous-Bressuire,FR,X5Q
Beaulieu-sous-la-Roche,FR,5IH
Beaulieu-sur-Dordogne,FR,BD8
Beaulieu-sur-Layon,FR,RG6
Beaulieu-sur-Loire,FR,UB7
Beaulieu-sur-Mer,FR,BZM
Beaumes-de-Venise,FR,BDV
Beaumettes,FR,VU8
Beaumont,FR,M7M
Beaumont,FR,BZW
Beaumont,FR,BA8
Beaumont-de-Lomagne,FR,EEB
Beaumont-de-Pertuis,FR,B6P
Beaumont-du-Gâtinais,FR,BMD
Beaumont-du-Ventoux,FR,BD5
Beaumont-en-Véron,FR,BV7
Beaumont-Hague,FR,BMH
Beaumont-la-Ferrière,FR,8OF
Beaumont-la-Ronce,FR,BU3
Beaumont-le-Roger,FR,BMO
Beaumont-lès-Randan,FR,PK8
Beaumont-lès-Valence,FR,BXB
Beaumont-Monteux,FR,BU9
Beaumont-Pied-de-Buf,FR,BJB
Beaumont-Pied-de-Buf,FR,9DF
Beaumont-sur-Lèze,FR,BS9
Beaumont-sur-Oise,FR,BMT
Beaumont-sur-Sarthe,FR,EMH
Beaumont-Village,FR,UOV
Beaumotte-lès-Pin,FR,B7O
Beaunay,FR,5BY
Beaune,FR,BEA
Beaune-la-Rolande,FR,BNU
Beaune-sur-Arzon,FR,B2A
Beaupréau,FR,BEU
Beaupuy,FR,BPU
Beaurains,FR,BUS
Beaurainville,FR,BUN
Beauregard-Vendon,FR,BD6
Beaurepaire,FR,BPB
Beaurepaire,FR,U6P
Beaurepaire-en-Bresse,FR,A5P
Beaurevoir,FR,BVR
Beaurieux,FR,BUA
Beausemblant,FR,BBT
Beausite,FR,B3U
Beausoleil,FR,BUO
Beauteville,FR,UTG
Beautiran,FR,IRN
Beautor,FR,EUO
Beautot,FR,7TO
Beauvais,FR,BVA
Beauvais-sur-Matha,FR,BTJ
Beauval,FR,UAL
Beauvoir-de-Marc,FR,UVO
Beauvoir-en-Lyons,FR,4SU
Beauvoir-en-Royans,FR,BYK
Beauvoir-sur-Mer,FR,XBS
Beauvois,FR,B3E
Beauvois-en-Cambrésis,FR,RRV
Beauvoisin,FR,BVK
Beauvoisin,FR,UVS
Beauvoisin,FR,BVO
Beauzac,FR,BA9
Beauzelle,FR,HGP
Bébing,FR,EBG
Beblenheim,FR,BBM
Bec d'Ambès,FR,BEC
Bécon-les-Granits,FR,BNG
Bédarieux,FR,BDU
Bédarrides,FR,DBB
Beddes,FR,BDZ
Bédée,FR,BED
Bedenac,FR,DEA
Bédoin,FR,EDZ
Bedous,FR,BDO
Béduer,FR,BQD
Bégaar,FR,BXU
Bégadan,FR,EGD
Begard,FR,XBG
Bègles,FR,BGL
Bégrolles-en-Mauges,FR,BXW
Béguey,FR,EUE
Béhagnies,FR,BHQ
Béhen,FR,BH9
Behobie,FR,BHO
Behren-lès-Forbach,FR,BFH
Beignon,FR,7EL
Beillé,FR,I9L
Beine,FR,BEW
Beine-Nauroy,FR,BNA
Beinheim,FR,BEH
Beire-le-Châtel,FR,BCX
Bélâbre,FR,BLR
Belan-sur-Ource,FR,U22
Bélarga,FR,H7B
Belberaud,FR,BD4
Belbeuf,FR,BB7
Bélesta,FR,BXT
Bélesta,FR,BL6
Belfort,FR,BOR
Belfort-du-Quercy,FR,BFQ
Béligneux,FR,QBG
Belin-Béliet,FR,BBQ
Bellac,FR,BXL
Belleau,FR,ULB
Bellebat,FR,EBA
Bellechaume,FR,HCW
Bellefontaine,FR,BFA
Bellegarde,FR,BL8
Bellegarde,FR,8BL
Bellegarde-Poussieu,FR,DRJ
Bellegarde-sur-Valserine,FR,BEL
Belleherbe,FR,BHB
Belle-Isle-en-Terre,FR,ISL
Bellême,FR,BEM
Belleneuve,FR,WZV
Bellenglise,FR,GSW
Bellengreville,FR,L3R
Bellenot-sous-Pouilly,FR,BPY
Bellentre,FR,BR8
Bellerive-sur-Allier,FR,IAL
Belleroche,FR,EOC
Bellevigne-en-Layon,FR,B7E
Bellevigny,FR,BV8
Belleville,FR,BMM
Belleville,FR,BVS
Belleville/Paris,FR,BLV
Belleville-en-Beaujolais,FR,69E
Belleville-sur-Mer,FR,BS3
Belleville-sur-Meuse,FR,BMW
Belleville-sur-Saône,FR,BSS
Belleville-sur-Vie,FR,BVI
Bellevue,FR,BVW
Belley,FR,BLX
Bellignat,FR,EGT
Belligné,FR,GBN
Bellocq,FR,OCQ
Bellot,FR,2BT
Bellou-sur-Huisne,FR,BH8
Belloy,FR,EOY
Belloy-en-France,FR,Z7T
Belmont-de-la-Loire,FR,BTQ
Belmontet,FR,B46
Belmont-sur-Rance,FR,BMC
Belmont-Tramonet,FR,YBM
Belpech,FR,A3D
Belval,FR,BEQ
Belval-sous-Châtillon,FR,BS7
Belvès,FR,ELV
Belvès-de-Castillon,FR,BC3
Belvèze,FR,B22
Belvèze-du-Razès,FR,BD2
Belvézet,FR,BVZ
Belz,FR,BZI
Benais,FR,EAI
Bénesse-Maremne,FR,BMA
Benest,FR,NTN
Bénestroff,FR,BFF
Benet,FR,EET
Bénévent-l'Abbaye,FR,BVT
Benfeld,FR,BEN
Bengy-sur-Craon,FR,EYC
Bénifontaine,FR,BF3
Béning-lès-Saint-Avold,FR,BEG
Bennecourt,FR,TBB
Bennwihr,FR,BWG
Bénodet,FR,DBE
Benoîtville,FR,BN6
Bénouville,FR,JVE
Béraut,FR,BTW
Bercenay-en-Othe,FR,BY5
Berchères-Saint-Germain,FR,BHG
Berck-Sur-Mer,FR,BKM
Bercloux,FR,BX9
Bercy,FR,BRA
Berdoues,FR,DB7
Bérenx,FR,BXQ
Béréziat,FR,BZ5
Bergbieten,FR,BJI
Bergerac,FR,EGC
Bergères-lès-Vertus,FR,UVL
Bergères-sous-Montmirail,FR,9ND
Bergheim,FR,BGH
Bergholtz,FR,BHZ
Berg-sur-Moselle,FR,U3M
Bergueneuse,FR,GUU
Bergues,FR,BRS
Berguette,FR,BEI
Bérigny,FR,BY9
Berlaimont,FR,NBM
Berlou,FR,UHN
Berméricourt,FR,BCO
Bermering,FR,BMG
Bermonville,FR,6BV
Bernac-Debat,FR,BDB
Bernac-Dessus,FR,BCD
Bernardswiller,FR,BWL
Bernardvillé,FR,B9V
Bernaville,FR,RBF
Bernay,FR,BNY
Bernay,FR,BER
Bernes-sur-Oise,FR,VWB
Berneuil,FR,DF3
Berneuil,FR,8BU
Berneuil-en-Bray,FR,5BE
Berneuil-sur-Aisne,FR,UUY
Berneville,FR,IVB
Bernières,FR,2GM
Bernières-sur-Seine,FR,IUS
Bernin,FR,BEZ
Bernis,FR,WEW
Bernon,FR,BN8
Bernos-Beaulac,FR,NBU
Bernouil,FR,BR9
Bernouville,FR,RNO
Berny-en-Santerre,FR,ZBU
Bérou-la-Mulotière,FR,BZK
Berre-l'Étang,FR,ETB
Berric,FR,BCI
Berrie,FR,2BE
Berru,FR,DF9
Berrwiller,FR,B68
Berry-Bouy,FR,UYB
Bersac-sur-Rivalier,FR,BCV
Bersaillin,FR,BI2
Bersée,FR,EE9
Berson,FR,ERO
Berstett,FR,BJK
Bertangles,FR,TGL
Berteaucourt-les-Dames,FR,BDS
Berthecourt,FR,XBH
Berthegon,FR,QW4
Berthelange,FR,7BH
Berthelming,FR,BHL
Bertholène,FR,BHN
Berthouville,FR,BE8
Bertrange,FR,RGK
Bertrichamps,FR,BTS
Bertrimont,FR,B4T
Bertry,FR,RTY
Béru,FR,YF2
Bérulle,FR,555
Bérus,FR,XBE
Berville-sur-Mer,FR,BEV
Berville-sur-Seine,FR,VSI
Berzé-la-Ville,FR,B6V
Besançon,FR,BSN
Bésayes,FR,B4X
Besné,FR,BQZ
Bessan,FR,3CG
Bessancourt,FR,BEO
Bessay-sur-Allier,FR,ASY
Bessenay,FR,XBY
Bessens,FR,BS5
Bessé-sur-Braye,FR,BBR
Besse-sur-Issole,FR,KJ9
Bessey,FR,OI5
Bessières,FR,HBS
Bessines,FR,BNQ
Bessines-sur-Gartempe,FR,BSJ
Besson,FR,TU9
Bessoncourt,FR,XXQ
Bétaille,FR,TAE
Betbezer-d'Armagnac,FR,4FQ
Béthencourt,FR,G2A
Béthencourt-sur-Mer,FR,BHA
Bétheniville,FR,ETH
Bétheny,FR,BHY
Béthisy-Saint-Pierre,FR,BTY
Bethon,FR,WQE
Bethoncourt,FR,BTH
Bethonvilliers,FR,BHV
Béthune,FR,BET
Beton-Bazoches,FR,BBZ
Betschdorf,FR,BTF
Bettancourt-la-Ferrée,FR,RFB
Bettborn,FR,BBN
Bettignies,FR,WTB
Betting-Ies-Saint-Avold,FR,S57
Betton,FR,BTU
Betz,FR,BTZ
Betz-le-Château,FR,BZF
Beulin,FR,BZD
Beure,FR,EUR
Beutin,FR,UT3
Beuvillers,FR,B2E
Beuvrages,FR,BVG
Beuvraignes,FR,UVG
Beuvry,FR,ZVL
Beuvry-la-Forêt,FR,GHU
Beuzeville,FR,27B
Bévenais,FR,BWV
Beveuge,FR,9VG
Béville-le-Comte,FR,BVC
Bevons,FR,B2O
Bey,FR,BY2
Beychac-et-Caillau,FR,YCU
Beynac-et-Cazenac,FR,BY4
Beynes,FR,BY7
Beynost,FR,BEY
Beyrède-Jumet,FR,BYR
Bezannes,FR,BJZ
Bézéril,FR,2BZ
Béziers,FR,BZR
Bezons,FR,BZO
Bezouce,FR,BZ3
Bézouotte,FR,BEX
Bézu-le-Guéry,FR,BZ2
Bézu-Saint-Éloi,FR,BZU
Bézu-Saint-Germain,FR,5ZT
Biaches,FR,IHS
Biache-Saint-Vaast,FR,BSV
Biard,FR,DBR
Biarritz,FR,BIQ
Biars-sur-Cère,FR,BIC
Bias,FR,ZBI
Bias,FR,BXA
Biblisheim,FR,BI8
Biches,FR,BC2
Bidache,FR,XHE
Bidart,FR,BDD
Bidos,FR,BID
Bief-des-Maisons,FR,QXM
Bienville,FR,QVX
Bienvillers-au-Bois,FR,XTU
Bierne,FR,NOR
Bierry-les-Belles-Fontaines,FR,BBF
Biesheim,FR,BSH
Biesles,FR,IES
Bieujac,FR,JAX
Biéville-Beuville,FR,BII
Bièvres,FR,IVR
Biganos,FR,ZBE
Bignan,FR,2BN
Biguglia,FR,BGU
Bihorel,FR,BE9
Bilieu,FR,BHI
Billère,FR,RLB
Billom,FR,BOM
Billy,FR,LYI
Billy,FR,BKY
Billy-Berclau,FR,YRA
Billy-le-Grand,FR,DNZ
Billy-sur-Aisne,FR,YAE
Bindernheim,FR,B6Y
Bio,FR,OBI
Biol,FR,IBB
Biot,FR,BIT
Birac-sur-Trec,FR,LH6
Biron,FR,ONZ
Biscarrosse,FR,ICS
Bischheim,FR,BIM
Bischoffsheim,FR,BIH
Bischtroff-sur-Sarre,FR,BHS
Bischwiller,FR,BCH
Bissert,FR,IRT
Bisseuil,FR,EUY
Bissey-sous-Cruchaud,FR,BVB
Bissy-sous-Uxelles,FR,KSZ
Bitche,FR,BTC
Bitschwiller-lès-Thann,FR,BTL
Biviers,FR,BV9
Biville-la-Baignarde,FR,2MS
Biville-la-Rivière,FR,IVE
Bivilliers,FR,BIV
Bizanet,FR,BZT
Bizanos,FR,ZNO
Bize,FR,IZA
Bize-Minervois,FR,ZZB
Bizonnes,FR,IZN
Blacé,FR,ZRZ
Blacourt,FR,BKP
Blacqueville,FR,B4V
Blagnac,FR,BLG
Blagny,FR,YBG
Blagny-sur-Vingeanne,FR,YVG
Blaignan,FR,IGN
Blain,FR,XAI
Blainville-Crevon,FR,BC7
Blainville-sur-l'Eau,FR,BLA
Blainville-sur-Mer,FR,BVM
Blainville-sur-Orne,FR,BSO
Blairville,FR,C62
Blaison-Gohier,FR,49B
Blaisy-Bas,FR,BIB
Blajan,FR,BJA
Blan,FR,XBN
Blancafort,FR,BJG
Blanc-Sablons,FR,NCB
Blandy,FR,DY8
Blangy-le-Château,FR,BGK
Blangy-sur-Bresle,FR,BNB
Blanot,FR,BT4
Blanquefort,FR,BLQ
Blanquefort,FR,BLT
Blanzac-lès-Matha,FR,BZA
Blanzac-Porcheresse,FR,BPO
Blanzat,FR,8JA
Blanzy,FR,BZY
Blaringhem,FR,BGM
Blasimon,FR,BKK
Blauvac,FR,BL3
Blauzac,FR,BL2
Blavignac,FR,T2Y
Blavozy,FR,BVY
Blaye,FR,BYE
Blaye-les-Mines,FR,B8M
Bleigny-le-Carreau,FR,YOE
Blendecques,FR,BDQ
Bléneau,FR,BWU
Blénod-lès-Pont-à-Mousson,FR,BPS
Blénod-lès-Toul,FR,BDL
Blérancourt,FR,BCK
Bléré,FR,YLE
Blesme,FR,EME
Bletterans,FR,ETT
Bleurville,FR,V6L
Blienschwiller,FR,WMN
Bliesbruck,FR,BK2
Blignicourt,FR,IIC
Bligny,FR,HYD
Bligny-lès-Beaune,FR,XQX
Bligny-sur-Ouche,FR,GSO
Blodelsheim,FR,DLM
Blois,FR,BLO
Blomac,FR,MWF
Blonville-sur-Mer,FR,NSM
Blot-l'Église,FR,BL9
Blotzheim,FR,BLZ
Blyes,FR,BYZ
Bobigny,FR,BOB
Bocquegney,FR,BQG
Boé,FR,BQE
Boëge,FR,BQO
Boën-sur-Lignon,FR,BNO
Boeschepe,FR,BWN
Boëssé-le-Sec,FR,BWC
Bogny-sur-Meuse,FR,GMU
Bogy,FR,GYO
Bohain-en-Vermandois,FR,OHV
Bohal,FR,HBL
Bohas,FR,HOB
Boigny-sur-Bionne,FR,BSB
Boinville-le-Gaillard,FR,BVJ
Boiry-Sainte-Rictrude,FR,B5R
Bois-Arnault,FR,B7T
Boisbreteau,FR,BBU
Bois-Colombes,FR,BCL
Boiscommun,FR,BCM
Bois-d'Amont,FR,DAN
Bois-d'Arcy,FR,ODA
Bois-de-Céné,FR,ICE
Bois-Grenier,FR,ZBQ
Bois-Guillaume,FR,BGI
Bois-le-Roi,FR,OLR
Bois-le-Roi,FR,BSR
Boismé,FR,B6M
Boismorand,FR,6OD
Boisredon,FR,BO9
Boisse,FR,2BD
Boisseaux,FR,BOX
Boisseron,FR,ONO
Boisset,FR,OIS
Boisset-et-Gaujac,FR,BTG
Boisset-lès-Montrond,FR,ZBT
Boisset-Saint-Priest,FR,BSP
Boissettes,FR,BCQ
Boisseuil,FR,HVN
Boissezon,FR,B2I
Boissise-le-Roi,FR,IEQ
Boissy-Fresnoy,FR,FE4
Boissy-l'Aillerie,FR,IYA
Boissy-le-Châtel,FR,BOC
Boissy-le-Cutté,FR,BCU
Boissy-Saint-Léger,FR,BOY
Boissy-sous-Saint-Yon,FR,BYY
Boisthorel,FR,RRH
Boisville-la-Saint-Père,FR,BP5
Bolbec,FR,BBC
Bollène,FR,BXO
Bollwiller,FR,BWI
Bologne,FR,BOG
Bolquère,FR,BQU
Bombon,FR,BQB
Bommes,FR,JIO
Bommiers,FR,BMS
Bompas,FR,BPA
Bonchamp-lès-Laval,FR,BPL
Boncourt-le-Bois,FR,FAX
Bondaroy,FR,IOK
Bondigoux,FR,XZQ
Bondoufle,FR,BDF
Bondues,FR,ODU
Bondy/Paris,FR,BDY
Bon-Encontre,FR,BOE
Bonifacio,FR,BON
Bonloc,FR,BLK
Bonnac-la-Côte,FR,8BC
Bonnard,FR,NRD
Bonnat,FR,B5N
Bonne,FR,BO4
Bonneil,FR,MQP
Bonnelles,FR,EFG
Bonnemain,FR,NB6
Bonnencontre,FR,HJK
Bonnes,FR,NN2
Bonnétable,FR,BNT
Bonnétage,FR,B9N
Bonneuil,FR,HRE
Bonneuil-en-France,FR,BFC
Bonneuil-les-Eaux,FR,BNL
Bonneuil-sur-Marne,FR,BSM
Bonneval,FR,ZBV
Bonneval,FR,BNW
Bonneville,FR,BOV
Bonneville,FR,ONV
Bonneville-et-Saint-Avit-de-Fumadières,FR,DEF
Bonneville-la-Louvet,FR,B2R
Bonnieres,FR,NNI
Bonnières-sur-Seine,FR,BNI
Bonnieux,FR,BVP
Bonny-sur-Loire,FR,NNB
Bono,FR,EBX
Bonsecours,FR,BSC
Bons-en-Chablais,FR,BCB
Bonson,FR,BOQ
Bonzac,FR,ZZC
Boos,FR,OOS
Boos,FR,BOO
Boqueho,FR,A22
Boran-sur-Oise,FR,OSK
Bordeaux,FR,BOD
Bordeaux-Bruges,FR,GID
Bordeaux-Saint-Clair,FR,B7D
Bordères,FR,ODR
Bordères-et-Lamensans,FR,ODL
Bordères-sur-l'Échez,FR,DRB
Bordes,FR,BRD
Bords,FR,BF7
Borest,FR,TSR
Borgo,FR,OGO
Bormes-les-Mimosas,FR,XBM
Bornel,FR,ORL
Borre,FR,BR4
Bors-de-Montmoreau,FR,XDM
Bort-les-Orgues,FR,BTO
Bosc-Bénard-Commin,FR,BBO
Bosc-Bénard-Crescy,FR,B5Y
Bosc-le-Hard,FR,BHD
Bosc-Mesnil,FR,B5O
Bosquel,FR,BQL
Bossancourt,FR,OSC
Bossay-sur-Claise,FR,B37
Bossey,FR,BQX
Bossugan,FR,BG3
Bosville,FR,BLL
Botans,FR,BFT
Bou,FR,QBO
Bouafle,FR,BFU
Bouafles,FR,BFL
Bouaye,FR,OUA
Boubiers,FR,U4B
Boucau,FR,BAU
Bouc-Bel-Air,FR,BOA
Bouc-Bel-Air,FR,XBA
Boucé,FR,B6C
Bouchain,FR,BHC
Boucharey,FR,BHR
Bouchemaine,FR,HMI
Bouchet,FR,FUC
Bouchon,FR,B2H
Boucoiran-et-Nozières,FR,BCZ
Bouconvillers,FR,UCR
Boudes,FR,DOO
Boué,FR,BOP
Bouée,FR,BUE
Bouère,FR,U5R
Bouex,FR,UB9
Bouffémont,FR,BFN
Boufféré,FR,BFO
Bougarber,FR,9BS
Bougé-Chambalud,FR,BGB
Bouges,FR,B8G
Bougival,FR,UGV
Bougue,FR,B6E
Bouguenais,FR,BOI
Bouhey,FR,BOH
Bouhy,FR,8BH
Bouillancourt-en-Séry,FR,BCY
Bouilland,FR,IUO
Bouillargues,FR,BLU
Bouillé-Loretz,FR,B8L
Bouilly,FR,ILY
Bouilly,FR,5ZZ
Bouin,FR,B8N
Boujan-sur-Libron,FR,UJA
Boulange,FR,BG8
Boulay-les-Barres,FR,BBK
Boulay-Moselle,FR,BUM
Boulazac,FR,BOZ
Bouldoux,FR,BFX
Bouleternère,FR,7BU
Bouleurs,FR,WQZ
Bouliac,FR,AAI
Boulieu-lès-Annonay,FR,BO2
Bouligny,FR,OLG
Boulleret,FR,UL9
Boulleville,FR,BVQ
Bouloc,FR,BO6
Boulogne,FR,OGG
Boulogne-Billancourt,FR,OGB
Boulogne-sur-Gesse,FR,BGE
Boulogne-sur-Mer,FR,BOL
Bouloire,FR,BWO
Boulouris-sur-Mer,FR,UUL
Boult-sur-Suippe,FR,8PU
Boulzicourt,FR,BZ9
Bouray-sur-Juine,FR,BJN
Bourbach-le-Bas,FR,ZBO
Bourbon-Lancy,FR,BOK
Bourbonne-les-Bains,FR,B52
Bourbourg,FR,NBN
Bourbriac,FR,UBB
Bourcefranc-le-Chapus,FR,BH4
Bourdeaux,FR,BX8
Bourdettes,FR,BTT
Bourdic,FR,BDX
Bourg,FR,BUF
Bourg-Achard,FR,EBB
Bourganeuf,FR,BGF
Bourg-Argental,FR,OAG
Bourgbarré,FR,RGB
Bourg-Beaudouin,FR,E27
Bourg-Charente,FR,RTE
Bourg-de-Péage,FR,BDP
Bourg-des-Comptes,FR,BC9
Bourg-de-Thizy,FR,BDT
Bourg-en-Bresse,FR,BEB
Bourges,FR,BOU
Bourg-et-Comin,FR,RGI
Bourg-Fidèle,FR,ZA8
Bourghelles,FR,GH8
Bourg-la-Reine,FR,GLR
Bourg-Lastic,FR,OGT
Bourg-lès-Valence,FR,BGV
Bourg-Madame,FR,BGD
Bourgnac,FR,B23
Bourgneuf-en-Retz,FR,BR7
Bourgogne,FR,OUR
Bourgoin-Jallieu,FR,BGJ
Bourg-Saint-Andéol,FR,BSA
Bourg-Sainte-Marie,FR,XNT
Bourg-Saint-Maurice,FR,BMU
Bourg-sur-Gironde,FR,BSG
Bourgthéroulde,FR,BOT
Bourgtheroulde-Infreville,FR,BIN
Bourguébus,FR,OBU
Bourgueil,FR,UGL
Bourguignon,FR,RGO
Bouriège,FR,B8E
Bourneville,FR,BV4
Bournezeau,FR,BPD
Bournoncle-Saint-Pierre,FR,BPI
Bourogne,FR,BRO
Bourran,FR,UUB
Bourré,FR,URR
Bourret,FR,TA2
Bourron-Marlotte,FR,BML
Bours,FR,H65
Boursault,FR,UUO
Bourseul,FR,BO3
Boursies,FR,PD7
Bourth,FR,BUT
Bourthes,FR,PD6
Bourville,FR,B6U
Bousbach,FR,QBC
Bousbecque,FR,BOS
Bousies,FR,BOJ
Boussac,FR,B3C
Boussay,FR,BQY
Boussens,FR,BNS
Boussières,FR,UEE
Boussois,FR,BOW
Boussy-Saint-Antoine,FR,YAI
Boust,FR,M7B
Bout-du-Pont-de-Larn,FR,DUP
Boutenac,FR,BTE
Bouteville,FR,KLP
Boutiers-Saint-Trojan,FR,OJA
Bouttencourt,FR,BNC
Boutteville,FR,TBI
Bouverans,FR,BS8
Bouvesse-Quirieu,FR,IBQ
Bouville,FR,BUV
Bouvines,FR,BVN
Bouvron,FR,OUO
Bouxières-aux-Chênes,FR,JBA
Bouxwiller,FR,XLL
Bouy,FR,BUU
Bouy-Luxembourg,FR,6BF
Bouzel,FR,DBZ
Bouze-lès-Beaune,FR,BLB
Bouzeron,FR,EZR
Bouzigues,FR,BZ6
Bouzigues,FR,GUZ
Bouzincourt,FR,BU8
Bouzonville,FR,BZV
Bouzy,FR,BZ8
Boves,FR,OVS
Boyeux-Saint-Jérôme,FR,OMY
Boynes,FR,BYS
Boz,FR,ZOB
Bozas,FR,B6Z
Bozel,FR,OZL
Bozouls,FR,BZL
Brabant-le-Roi,FR,BB5
Braches,FR,BHE
Bracieux,FR,XBC
Bragassargues,FR,QDF
Bragayrac,FR,GA7
Bragelogne-Beauvoir,FR,BQW
Braine,FR,RAE
Brains,FR,BA7
Brains-sur-Gée,FR,GAB
Brain-sur-l'Authion,FR,JM5
Brain-sur-Longuenée,FR,GBU
Bram,FR,ZTW
Brametot,FR,Z9M
Bran,FR,C3M
Brancourt-le-Grand,FR,BCG
Brandérion,FR,DIO
Branges,FR,BGQ
Branne,FR,BNE
Bransat,FR,BAA
Brantôme,FR,AOM
Bras,FR,QXC
Brasles,FR,AJK
Braslou,FR,ALU
Brasparts,FR,RPA
Brassac,FR,BRW
Brassac-les-Mines,FR,BKR
Bras-sur-Meuse,FR,BR2
Braud-et-Saint-Louis,FR,B7L
Brax,FR,BXH
Brax,FR,L7T
Bray,FR,BA6
Bray-en-Val,FR,BYQ
Bray-et-Lû,FR,BYU
Bray-sur-Seine,FR,BSW
Bray-sur-Somme,FR,YBA
Brazey-en-Plaine,FR,BEP
Bréal-sous-Montfort,FR,QKK
Bréal-sous-Vitré,FR,BSI
Bréauté,FR,BT9
Brebières,FR,BRQ
Brebotte,FR,BQT
Brécé,FR,RCE
Brécey,FR,BXY
Brech,FR,MHN
Bréchaumont,FR,9HO
Brée,FR,BEF
Brégnier-Cordon,FR,BC5
Brégy,FR,BXG
Bréhain-la-Ville,FR,B7V
Bréhan,FR,EHA
Bréhand,FR,BRH
Bréhec,FR,BH3
Breil-sur-Roya,FR,RLY
Breitenbach,FR,BTB
Brélidy,FR,EDY
Brêmes,FR,B7R
Brémontier-Merval,FR,776
Brem-sur-Mer,FR,2MR
Bren,FR,ZAD
Brenas,FR,HBN
Brenelle,FR,BNP
Brennilis,FR,FI9
Brenouille,FR,BLE
Brens,FR,BRL
Bresdon,FR,DMF
Bresles,FR,BSQ
Bressey-sur-Tille,FR,BSU
Bressolles,FR,BAK
Bressols,FR,BRJ
Bresson,FR,B38
Bressuire,FR,RSE
Brest,FR,BES
Bretagne,FR,RTG
Bretagne-d'Armagnac,FR,NED
Breteau,FR,REU
Breteil,FR,RTI
Bretenière,FR,BTR
Bretenoux,FR,BTX
Breteuil,FR,BSY
Breteuil-sur-Iton,FR,BTI
Brethenay,FR,EHY
Bretigny,FR,BFI
Brétigny-sur-Orge,FR,BRE
Bretoncelles,FR,TCS
Bretonville,FR,BL7
Bretteville-du-Grand-Caux,FR,3GX
Bretteville-l'Orgueilleuse,FR,BVU
Bretteville-sur-Ay,FR,EAY
Brettnach,FR,BNH
Breuil-la-Réorte,FR,FBR
Breuil-le-Sec,FR,BRF
Breuillet,FR,ULE
Breuilpont,FR,BRP
Breurey-lès-Faverney,FR,BFY
Breux,FR,BUW
Brévainville,FR,RBV
Bréval,FR,RAL
Brevans,FR,3BV
Bréville,FR,ILV
Bréville,FR,GR4
Brevilliers,FR,B2V
Brévonnes,FR,ZFV
Brézé,FR,ZZE
Brézilhac,FR,A9D
Brézins,FR,BRZ
Brezolles,FR,BZQ
Briançon,FR,BCN
Briantes,FR,TNA
Briare,FR,BRR
Briastre,FR,8H7
Briatexte,FR,BRX
Bricon,FR,ICO
Bricquebec,FR,BQC
Bricquebosq,FR,BQ5
Bricy,FR,BC6
Brides-les-Bains,FR,RSB
Brie,FR,66F
Brie,FR,BXI
Brie,FR,YRI
Briec,FR,RBC
Brie-Comte-Robert,FR,BRT
Brié-et-Angonnes,FR,UNB
Brienne-le-Château,FR,3AU
Brienon-sur-Armançon,FR,BUP
Brières-les-Scellés,FR,FQX
Brie-sous-Archiac,FR,BSZ
Brie-sous-Matha,FR,MHT
Brie-sous-Mortagne,FR,UBO
Brieulles-sur-Meuse,FR,2BM
Briey,FR,RIY
Brignac,FR,B3Z
Brignais,FR,BRI
Brignogan-Plages,FR,BGG
Brignoles,FR,BRN
Brignoud,FR,BRG
Brigueil-le-Chantre,FR,BC8
Brigueuil,FR,BIG
Brimeux,FR,B62
Brimont,FR,B2T
Brinay,FR,BY3
Brindas,FR,BS2
Brion,FR,YOI
Brion,FR,IYN
Brion,FR,ION
Brionne,FR,BNN
Brion-près-Thouet,FR,BPT
Briord,FR,ORD
Brioude,FR,BIO
Briouze,FR,BIZ
Briscous,FR,JVA
Brissac,FR,BIS
Brissac-Quincé,FR,BQN
Brissarthe,FR,B7S
Brivé,FR,BSD
Brive-la-Gaillarde,FR,BVE
Brives,FR,BRV
Brives-Charensac,FR,BRC
Brizambourg,FR,Z23
Brochon,FR,RBN
Broglie,FR,IOG
Brognard,FR,DBD
Brognon,FR,ZBS
Brommat,FR,BM4
Bron,FR,BQQ
Bron Apt/Lyon,FR,LYN
Broons,FR,OON
Brossac,FR,RAC
Brossay,FR,49A
Brou,FR,BRB
Brouay,FR,DDO
Broué,FR,B8R
