City,Code1,Code2
Marck,FR,MAK
Marckolsheim,FR,MKM
Marclopt,FR,XPT
Marcoing,FR,OQG
Marçon,FR,MA7
Marconne,FR,MCO
Marconnelle,FR,M2N
Marcorignan,FR,QMC
Marcoule,FR,MQE
Marcoussis,FR,MR9
Marcoux,FR,M8A
Marcq,FR,RCQ
Marcq-en-Barul,FR,MQB
Marcq-en-Ostrevent,FR,RC8
Marcy,FR,RM8
Marcy-l'Étoile,FR,XME
Mardeuil,FR,MRD
Mardié,FR,IMV
Mardore,FR,MD3
Mardyck,FR,MDY
Mareau-aux-Bois,FR,MX9
Mareau-aux-Prés,FR,MA8
Mareil-Marly,FR,YYQ
Marennes,FR,M2R
Marennes,FR,MNA
Maresché,FR,M6S
Maresquel-Ecquemicourt,FR,MEF
Marest-Dampcourt,FR,MDP
Mareuil,FR,MC6
Mareuil,FR,M2L
Mareuil,FR,EIL
Mareuil-la-Motte,FR,MM5
Mareuil-le-Port,FR,ULP
Mareuil-lès-Meaux,FR,UMX
Mareuil-sur-Ay,FR,MLA
Mareuil-sur-Belle,FR,MS8
Mareuil-sur-Cher,FR,MS5
Mareuil-sur-Lay-Dissais,FR,MDQ
Marey-lès-Fussey,FR,MY2
Marfaux,FR,MF3
Margaux,FR,MGX
Margencel,FR,MHC
Margency,FR,MYA
Margès,FR,MD2
Margival,FR,MGV
Margny-lès-Compiègne,FR,MNI
Margon,FR,H34
Marguerittes,FR,MRG
Margueron,FR,MUF
Margut,FR,MRT
Mariac,FR,MAA
Marie,FR,M4R
Marienthal,FR,MB6
Marignac,FR,7MG
Marignac,FR,MGK
Marignac,FR,M82
Marignane,FR,MGN
Marignier,FR,IGM
Marignieu,FR,MG3
Marigny,FR,MNY
Marigny-Brizay,FR,ZYY
Marigny-le-Châtel,FR,MYU
Marigny-Le-Lozon,FR,MGY
Marigny-lès-Reullée,FR,M5X
Marigny-les-Usages,FR,3EO
Marigny-Saint-Marcel,FR,GYL
Marimont-lès-Bénestroff,FR,MMF
Marin,FR,MXZ
Marines,FR,MIZ
Maringues,FR,MRI
Marle,FR,MRE
Marle sur Serre,FR,ZOL
Marlenheim,FR,MHM
Marles-les-Mines,FR,MAM
Marlioz,FR,M4O
Marly,FR,ZML
Marly,FR,MRL
Marly,FR,WML
Marly-la-Ville,FR,MYV
Marly-le-Roi,FR,MYO
Marmagne,FR,M3N
Marmagne,FR,MMW
Marmande,FR,MAR
Marmanhac,FR,M5R
Marminiac,FR,M4N
Marmoutier,FR,MMR
Marnac,FR,M6R
Marnay,FR,M9Y
Marnay-sur-Marne,FR,NYA
Marnaz,FR,MRZ
Marne-la-Vallée,FR,MLV
Marnes-la-Coquette,FR,QMQ
Marnoz,FR,MPZ
Maroeuil,FR,MRU
Marolles,FR,MWE
Marolles,FR,MR7
Marolles-en-Brie,FR,MEB
Marolles-en-Hurepoix,FR,MHP
Marolles-les-Braults,FR,MLU
Marolles-lès-Saint-Calais,FR,OCL
Marolles-sur-Seine,FR,MQS
Maromme,FR,MRO
Mâron,FR,M8X
Marpent,FR,NP4
Marpiré,FR,YPR
Marquay,FR,QM9
Marquette-en-Ostrevant,FR,MEO
Marquette-lez-Lille,FR,MQL
Marquigny,FR,MQ9
Marquion,FR,MQI
Marquise,FR,MRQ
Marsac,FR,XSA
Marsac,FR,M3S
Marsac-sur-l'Isle,FR,MCK
Marsal,FR,MKL
Marsalès,FR,5HA
Marsangy,FR,RAG
Marsannay-la-Côte,FR,NAY
Marsas,FR,MA9
Marsat,FR,8MA
Marseillan,FR,MWR
Marseille,FR,MRS
Marseille-en-Beauvaisis,FR,MBV
Marseillette,FR,MET
Marsillargues,FR,MSL
Mars-la-Tour,FR,RLR
Marson,FR,WMA
Marssac-sur-Tarn,FR,RRT
Martailly-lès-Brancion,FR,M9C
Martainneville,FR,INV
Martaizé,FR,MZ5
Martel,FR,AEL
Marthon,FR,MHO
Martignargues,FR,GR3
Martignas-sur-Jalle,FR,MT3
Martignat,FR,MGT
Martigne,FR,53M
Martigné-Briand,FR,MBD
Martigné-Ferchaud,FR,MFC
Martigny,FR,TNK
Martigny-les-Bains,FR,MYB
Martigues,FR,MTU
Martillac,FR,MTP
Martin-Église,FR,MIE
Martinvelle,FR,TVV
Martizay,FR,M6Z
Martot,FR,MQA
Martres,FR,RT3
Martres-d'Artières,FR,6MA
Martres-de-Veyre,FR,IVK
Martres-sur-Morge,FR,M8M
Martres-Tolosane,FR,MTQ
Martrois,FR,XEA
Maruéjols-lès-Gardon,FR,WVG
Marvejols,FR,MVJ
Marville,FR,MRV
Marville-Moutiers-Brûlé,FR,MVM
Marzan,FR,MZ7
Marzy,FR,YMZ
Masbaraud-Mérignat,FR,M3M
Mascaras,FR,M5G
Masevaux,FR,MVU
Maslacq,FR,QCA
Maslives,FR,LE4
Masnières,FR,MNS
Massac,FR,MS3
Massangis,FR,ASM
Massay,FR,MKY
Massels,FR,8MS
Massiac,FR,ASI
Massieu,FR,MI9
Massieux,FR,MX3
Massignieu-de-Rives,FR,3MS
Massillargues-Attuech,FR,G3O
Massilly,FR,DFY
Massingy,FR,YGJ
Massongy,FR,M9G
Massoulès,FR,LUJ
Massugas,FR,GAJ
Massy,FR,MSY
Mas-Thibert,FR,MT8
Matafelon,FR,9MT
Matha,FR,MAT
Mathay,FR,MQX
Mathenay,FR,JMN
Matignon,FR,YEQ
Matougues,FR,7OG
Matour,FR,MAO
Mattaincourt,FR,M5U
Matzenheim,FR,ME3
Maubec,FR,JUC
Maubert-Fontaine,FR,MAF
Maubeuge,FR,MAU
Maubourguet,FR,MAB
Mauchamps,FR,M3C
Maucomble,FR,MB3
Maucor,FR,M2A
Mauges-sur-Loire,FR,U6O
Mauguio,FR,MGU
Maule,FR,MUE
Mauléon,FR,MLO
Mauléon-d'Armagnac,FR,GJD
Mauléon-Licharre,FR,MHA
Maulette,FR,ML7
Maulévrier,FR,MU2
Maulévrier-Sainte-Gertrude,FR,M3G
Maumusson,FR,M8L
Maumusson-Laguian,FR,MMS
Mauprévoir,FR,Q2L
Maurecourt,FR,MQO
Maurecourt,FR,TMM
Maureilhan-et-Raméjan,FR,HMJ
Maurens,FR,4MR
Maurens,FR,3MU
Maurens-Scopont,FR,M2P
Maurepas,FR,MRP
Maurepas,FR,MPS
Mauressac,FR,H3D
Mauriac,FR,URA
Mauriac,FR,MUQ
Maurois,FR,UOS
Mauron,FR,URN
Mauroux,FR,M4A
Maury,FR,YRJ
Maussac,FR,UAC
Maussane-les-Alpilles,FR,MUP
Mauvages,FR,MV5
Mauves,FR,UVJ
Mauves-sur-Huisne,FR,MVH
Mauves-sur-Loire,FR,MSU
Mauvezin,FR,ZMJ
Mauvezin-d'Armagnac,FR,GN9
Mauvezin-de-l'Isle,FR,HQV
Mauzé-sur-le-Mignon,FR,ZRL
Mauzé-Thouarsais,FR,MZ8
Maves,FR,VJV
Mavilly-Mandelot,FR,MM2
Maxéville,FR,MAX
Maxey-sur-Vaise,FR,MXW
Maxilly-sur-Léman,FR,MY4
Maxilly-sur-Saône,FR,M8Y
Mayenne,FR,MAY
Mayet,FR,YET
Maynal,FR,YA9
Mayran,FR,2YY
May-sur-Orne,FR,3RR
Mazamet,FR,MAZ
Mazan,FR,ZQJ
Mazé,FR,ZMZ
Mazères,FR,ZRS
Mazères,FR,MZR
Mazères-sur-Salat,FR,ZAL
Mazerier,FR,A4F
Mazerolles,FR,XC4
Mazet-Saint-Voy,FR,MZV
Mazeuil,FR,P9U
Mazeyrat-Chrispinhac,FR,7ZT
Mazeyrat-d'Allier,FR,9ZR
Mazieres,FR,MZ2
Mazières-de-Touraine,FR,UNJ
Mazières-en-Mauges,FR,ZMG
Mazille,FR,M5Z
Mazingarbe,FR,MJG
Mazion,FR,MZO
Meaulne,FR,MLQ
Méaulte,FR,ELT
Meaux,FR,MEA
Meauzac,FR,ZMC
Mechmont,FR,M7C
Mécleuves,FR,MCS
Médis,FR,EMD
Médréac,FR,MC5
Mées,FR,ML4
Megève,FR,MVV
Megrit,FR,RTT
Mehun-sur-Yèvre,FR,MEH
Meigné,FR,2MG
Meilhan-sur-Garonne,FR,MH7
Meillac,FR,MEK
Meillant,FR,7MN
Meillard,FR,MA3
Meillers,FR,XMI
Meillonnas,FR,XML
Meistratzheim,FR,M4M
Méjannes-le-Clap,FR,MJP
Mélamare,FR,ZKE
Melay,FR,YML
Melesse,FR,MEQ
Melgven,FR,QVM
Mélicocq,FR,MJQ
Melincourt,FR,MC8
Mélisey,FR,MIY
Mélisey,FR,MLS
Mellac,FR,ELC
Melle,FR,MLE
Mellé,FR,MIV
Mellecey,FR,MJZ
Meloisey,FR,MJW
Melrand,FR,MLR
Melun,FR,MEL
Menchhoffen,FR,MHF
Mende,FR,MEN
Mendon,FR,MXD
Meneac,FR,N6A
Ménerbes,FR,MNR
Ménesplet,FR,T7D
Menetou-Râtel,FR,RTZ
Menetou-Salon,FR,NUN
Ménétréol-sous-Sancerre,FR,ZSR
Menétru-le-Vignoble,FR,ML8
Ménil,FR,ME6
Ménil-Annelles,FR,JKL
Ménil-la-Horgne,FR,EOH
Ménilles,FR,MIS
Ménil-sur-Saulx,FR,M9S
Mennecy,FR,MEC
Mennetou-sur-Cher,FR,MCJ
Menomblet,FR,8MM
Mensignac,FR,RKQ
Menthon-Saint-Bernard,FR,OBD
Menton,FR,ETN
Méobecq,FR,IN8
Méon,FR,MJO
Méounes-lès-Montrieux,FR,V83
Mer,FR,MEX
Méral,FR,9ME
Mercey-le-Grand,FR,MG9
Mercin-et-Vaux,FR,MQW
Merckeghem,FR,MXJ
Merck-Saint-Liévin,FR,PMV
Mercuès,FR,ZCQ
Mercurey,FR,MER
Mercurol,FR,MKR
Mercurol,FR,MBK
Merdrignac,FR,DNA
Méré,FR,ERE
Méreau,FR,MRA
Mérens-les-Vals,FR,VR9
Méréville,FR,MU5
Méréville,FR,MJV
Mérey-sous-Montrond,FR,YMD
Merfy,FR,XYE
Mergey,FR,IOM
Méribel,FR,MFX
Méricourt,FR,CM8
Mériel,FR,ERI
Mérifons,FR,ME4
Mérignac,FR,FG2
Mérignac,FR,MEI
Mérignas,FR,MR5
Mérignat,FR,MR6
Mérignies,FR,ZGE
Mérinchal,FR,MHL
Mérindol,FR,DJ2
Mérindol-les-Oliviers,FR,MD5
Merkwiller-Pechelbronn,FR,MPE
Merlevenez,FR,EMZ
Merlimont,FR,YTM
Meroux,FR,MX6
Merpins,FR,MEP
Merrey,FR,MRH
Merrey-sur-Arce,FR,WMS
Merry-sur-Yonne,FR,9RQ
Mers-les-Bains,FR,MLB
Mers-sur-Indre,FR,M5D
Mersuay,FR,QCZ
Merten,FR,RTN
Mertzen,FR,M6T
Mertzwiller,FR,MWI
Méru,FR,ERU
Mervans,FR,MVS
Mervent,FR,MVT
Merville,FR,MQR
Merville,FR,MEV
Merville-Fanceville-Plage,FR,MP9
Merxheim,FR,MXH
Méry,FR,MYM
Méry-ès-Bois,FR,MB9
Méry-sur-Cher,FR,MUH
Méry-sur-Oise,FR,MSI
Méry-sur-Seine,FR,ZMS
Mésanger,FR,MGZ
Mescoules,FR,WMC
Mesgrigny,FR,MGG
Meslan,FR,NS9
Mesland,FR,ELD
Meslay-du-Maine,FR,MME
Meslin,FR,BBD
Mesnac,FR,WME
Mesnay,FR,J39
Mesnières-en-Bray,FR,9IF
Mesnil-Clinchamps,FR,MCM
Mesnil-Raoul,FR,MXR
Mesnil-Saint-Laurent,FR,EAA
Mesnil-Saint-Nicaise,FR,MSN
Mesnil-Saint-Père,FR,MSP
Mesnils-sur-Iton,FR,4MI
Mesnil-sur-l'Estrée,FR,MXL
Messac,FR,MSS
Messac,FR,MKA
Messanges,FR,GQO
Messei,FR,MS4
Messein,FR,ESE
Messei-Saint-Gervais,FR,6MG
Messemé,FR,MXE
Messia-sur-Sorne,FR,MES
Messimy,FR,EIY
Messimy-sur-Saône,FR,YYM
Messy,FR,EYY
Mesterrieux,FR,MIW
Méthamis,FR,MJX
Mettray,FR,3MT
Metz,FR,MZM
Metz-en-Couture,FR,A7P
Metzeral,FR,HZX
Metzeresche,FR,MZH
Metzing,FR,EZG
Metz-Tessy,FR,MZT
Meudon,FR,UTZ
Meudon la Forêt,FR,MDF
Meuilley,FR,MLY
Meulan,FR,MJE
Meung-sur-Loire,FR,MEG
Meursac,FR,UR3
Meursanges,FR,EAS
Meursault,FR,MEU
Meurville,FR,QRV
Meuse,FR,H5T
Meusnes,FR,XXY
Meussia,FR,UIA
Meuzac,FR,MU4
Meximieux,FR,MXM
Mexy,FR,EXY
Meyenheim,FR,7UP
Meylan,FR,MYL
Meymac,FR,MEM
Meynes,FR,XAY
Meyrargues,FR,YGU
Meyras,FR,MY5
Meyreuil,FR,MYR
Meyrié,FR,MSW
Meythet,FR,MYT
Meyzieu,FR,MEY
Mèze,FR,EZE
Mézériat,FR,2MZ
Mézerolles,FR,ZER
Mézidon-Canon,FR,MEZ
Mézières-en-Brenne,FR,ZSB
Mézières-en-Drouais,FR,M9Z
Mézières-sur-Couesnon,FR,XDY
Mézières-sur-Issoire,FR,ZZM
Mézières-sur-Ponthouin,FR,ZO2
Mézières-sur-Seine,FR,MZS
Mézin,FR,ZFL
Mézoargues,FR,WQA
Mézy-Moulins,FR,ZZI
Mezzavia,FR,MZA
Michelbach-le-Bas,FR,M23
Mietesheim,FR,MIH
Mieussy,FR,IUY
Migé,FR,MGJ
Migennes,FR,MIG
Mignaloux-Beauvoir,FR,MXB
Migné-Auxances,FR,MIA
Mignères,FR,MIK
Mignières,FR,M28
Migré,FR,IMK
Migron,FR,CM7
Milhaud,FR,84V
Milhavet,FR,88T
Milizac,FR,MZ9
Millam,FR,ZAA
Millas,FR,IAS
Millau,FR,MIL
Millemont,FR,M78
Millery,FR,MQY
Millery,FR,ERY
Milly,FR,MWY
Milly,FR,MYY
Milly-la-Forêt,FR,MIF
Milly-Lamartine,FR,MY8
Milly-le-Meugon,FR,M2G
Milly-sur-Thérain,FR,MYH
Mimbaste,FR,MJH
Mimet,FR,M6M
Mimizan,FR,MMZ
Mindin,FR,M55
Minerve,FR,MV6
Mingot,FR,MQG
Miniac-Morvan,FR,MIN
Minihy-Tréguier,FR,MN7
Minzac,FR,MZ6
Mionnay,FR,IAY
Mions,FR,MIO
Mios,FR,MIX
Mirabeau,FR,RRW
Mirabel,FR,7MI
Mirabel,FR,M9B
Mirabel-aux-Baronnies,FR,MIB
Mirabel-et-Blacons,FR,MBC
Miradoux,FR,XMX
Miramas,FR,MIR
Mirambeau,FR,DDD
Miramont-de-Guyenne,FR,DGY
Mirande,FR,MJK
Miré,FR,MKI
Mirebeau,FR,JYX
Mirebeau-sur-Bèze,FR,MUB
Mirecourt,FR,MVO
Miremont,FR,HUG
Mirepeisset,FR,WWW
Mirepoix,FR,MPX
Mireval,FR,MRW
Miribel,FR,IBL
Miribel,FR,MRB
Miribel-Lanchâtre,FR,I2H
Mirmande,FR,M8R
Miserey,FR,ER9
Miserey-Salines,FR,MYS
Mison,FR,MNJ
Missillac,FR,IIA
Misson,FR,M9N
Mitry-Mory,FR,MIM
Mittelbergheim,FR,M67
Mittelhausbergen,FR,VBK
Mittelhausen,FR,MHS
Mittelwihr,FR,WIH
Mittersheim,FR,5MT
Modane,FR,MDN
Mo-de-l'Aisne,FR,YDA
Modène,FR,MDE
Moëlan-sur-Mer,FR,ONM
Mogneneins,FR,M7S
Mognéville,FR,FR8
Mohon,FR,OHN
Moidrey,FR,DYJ
Moineville,FR,ZBB
Moirans,FR,MOI
Moirans-en-Montagne,FR,QAM
Moisenay,FR,MYZ
Moislains,FR,8MO
Moissac,FR,MSC
Moissannes,FR,MO7
Moisselles,FR,FM5
Moisson,FR,YVM
Moissy-Cramayel,FR,MCR
Molamboz,FR,BZJ
Môlay,FR,MO5
Molesmes,FR,OC9
Moliens,FR,OLN
Molières-sur-Cèze,FR,4SZ
Molières-sur-Cèze,FR,Z3M
Moliets-et-Maa,FR,ITM
Molinet,FR,MWL
Molineuf,FR,ONF
Molinges,FR,NGE
Mollans-sur-Ouvèze,FR,MVW
Mollégès,FR,YGM
Mollkirch,FR,MKH
Molompize,FR,M3Z
Molosmes,FR,ML9
Molsheim,FR,MOL
Mombrier,FR,ERJ
Momères,FR,MSZ
Momerstroff,FR,FQO
Mommenheim,FR,MNH
Monbadon,FR,DBJ
Monbahus,FR,M47
Monbalen,FR,MBN
Monbazillac,FR,MOB
Monbéqui,FR,MQ8
Monbrun,FR,B32
Moncaup,FR,CPJ
Monceaux-en-Bessin,FR,MX5
Moncé-en-Belin,FR,ZFH
Moncel-lès-Lunéville,FR,M5M
Monchanin,FR,HNN
Monchy,FR,MNC
Monchy-Humières,FR,MHR
Monchy-le-Preux,FR,MOP
Monchy-Saint-Éloi,FR,MYE
Moncontour,FR,8MN
Moncourt,FR,UUT
Moncoutant,FR,M4C
Mondelange,FR,MDG
Mondeville,FR,NDV
Mondeville,FR,MVE
Mondicourt,FR,MDO
Mondonville,FR,3MD
Mondoubleau,FR,MDU
Mondouzil,FR,MZD
Mondragon,FR,MDR
Mondrepuis,FR,MU6
Mondreville,FR,MI3
Monein,FR,ZXN
Monestier,FR,XVF
Monestier-de-Clermont,FR,OC8
Monestrol,FR,NST
Monétay-sur-Allier,FR,M4S
Monéteau,FR,YMU
Monfaucon,FR,FBH
Monferran-Plavès,FR,MPV
Monflanquin,FR,MFQ
Monfort,FR,3MF
Mongauzy,FR,MZU
Monguilhem,FR,YUP
Monistrol-d'Allier,FR,MLD
Monistrol-sur-Loire,FR,OSL
Monléon-Magnoac,FR,O7C
Monlezun-d'Armagnac,FR,MD4
Monmelian,FR,NLJ
Monnaie,FR,MZX
Monnerville,FR,Y5T
Monnetier-Mornex,FR,NTM
Monnet-la-Ville,FR,MVL
Monnières,FR,UJK
Monnières,FR,PKM
Monoblet,FR,OOT
Monprimblanc,FR,ONP
Mons,FR,XGD
Mons,FR,N4S
Monségur,FR,QMG
Monsempron-Libos,FR,MPI
Mons-en-Barul,FR,ULN
Mons-en-Pévèle,FR,ZFK
Monsols,FR,ZJN
Monswiller,FR,XWI
Mont,FR,MPA
Montady,FR,MY3
Montagnac,FR,MTW
Montagnac-la-Crempse,FR,DM9
Montagnat,FR,MA2
Montagne,FR,MNK
Montagnieu,FR,MA4
Montagny,FR,MQN
Montagny-lès-Beaune,FR,MBX
Montagny-lès-Buxy,FR,AOX
Montagny-lès-Seurre,FR,YUE
Montagny-près-Louhans,FR,MPW
Montaignac-Saint-Hippolyte,FR,MPY
Montaignut-en-Combraille,FR,GTB
Montaigu,FR,MNT
Montaigu,FR,MTJ
Montaigu,FR,MNU
Montaigut,FR,NGT
Montaigut-le-Blanc,FR,2MB
Montaigut-sur-Save,FR,N4A
Montaïn,FR,MTI
Montalba-le-Château,FR,YEE
Montalbert,FR,NTB
Montalieu-Vercieu,FR,MOV
Montallery,FR,NYY
Montamisé,FR,TAM
Montanay,FR,OTN
Montans,FR,MTK
Montardon,FR,MQZ
Montargis,FR,MOS
Montarlot,FR,RL9
Montarnaud,FR,YYW
Montastruc-la-Conseillère,FR,NCI
Montataire,FR,MOE
Montauban,FR,MOT
Montauban-de-Bretagne,FR,MBG
Montauban-de-Luchon,FR,MBF
Montaulieu,FR,2MO
Montaulin,FR,NLN
Montaure,FR,OAU
Montauroux,FR,XMT
Montaut,FR,3MO
Montaut,FR,NTA
Montauville,FR,M7V
Montayral,FR,M3L
Montazeau,FR,M3T
Montbard,FR,MOD
Montbartier,FR,MBT
Montbazens,FR,MBA
Montbazin,FR,G5T
Montbazon,FR,MNZ
Montbéliard,FR,MTD
Montbellet,FR,MN3
Montberon,FR,2BO
Montbert,FR,TTB
Montbeton,FR,ZFJ
Montbizot,FR,OZT
Montblanc,FR,MNB
Montbonnot-Saint-Martin,FR,ZGY
Montboucher-sur-Jabron,FR,MSJ
Montbré,FR,M4B
Montbrison,FR,MBS
Montbrison,FR,MTB
Montbron,FR,MBO
Montbronn,FR,NBO
Montbrun-des-Corbières,FR,MD8
Montbrun-les-Bains,FR,MBR
Montcaret,FR,MTC
Montceau-les-Mines,FR,MLM
Montceaux-lès-Provins,FR,NK9
Montcenis,FR,OCN
Montchal,FR,M42
Montchanin,FR,MOC
Montchauvet,FR,MHV
Montchevrel,FR,MCH
Montclar,FR,HP9
Montcornet,FR,MCN
Montcornet,FR,NCR
Montcourt-Fromonville,FR,ZJM
Montcresson,FR,F45
Montcuq,FR,MNQ
Mont-Dauphin,FR,MDI
Mont-de-Lans,FR,NDA
Mont-de-Marsan,FR,MDM
Montdidier,FR,MDD
Mont-Dore,FR,QDO
Montdragon,FR,M8G
Monteaux,FR,MNX
Montebourg,FR,OBG
Montech,FR,MT6
Montégut-Arros,FR,MOA
Monteils,FR,2DF
Montel-de-Gelat,FR,ITF
Montéléger,FR,UGG
Montélier,FR,MTY
Montélimar,FR,MTM
Montels,FR,TM9
Montembuf,FR,MNF
Montenay,FR,OYQ
Montendre,FR,MED
Monteneuf,FR,HNU
Montépreux,FR,58M
Monterblanc,FR,XMB
Montereau,FR,MTE
Montereau-Fault-Yonne,FR,MTR
Montereau-sur-le-Jard,FR,MJ9
Montérolier,FR,NOB
Montescot,FR,TOJ
Montescourt-Lizerolles,FR,M7Z
Montesquieu,FR,MP8
Montesquieu-des-Albères,FR,MA6
Montesquiou,FR,NTQ
Montesson,FR,MOO
Montestruc-sur-Gers,FR,MUU
Monteton,FR,MT7
Monteux,FR,MOX
Montévrain,FR,MTV
Montézic,FR,M8Z
Montfaucon,FR,4MF
Montfaucon-en-Velay,FR,MVY
Montfaucon-Montigne,FR,MFM
Montfavet,FR,MFA
Montfermeil,FR,MFE
Montferrand-le-Château,FR,MFU
Montferrat,FR,OPU
Montferrier,FR,MFZ
Montferrier-sur-Lez,FR,VH5
Montfort,FR,49M
Montfort-l'Amaury,FR,MFY
Montfort-le-Gesnois,FR,MFG
Montfort-sur-Argens,FR,K7U
Montfort-sur-Meu,FR,MWM
Montfort-sur-Risle,FR,MSR
Montfranc,FR,MFR
Montfrin,FR,5MO
Montgaillard,FR,EQD
Montgé,FR,RQQ
Montgeard,FR,8TD
Montgé-en-Goële,FR,TGG
Montgenèvre,FR,MNV
Montgenost,FR,MG2
Montgermont,FR,MG4
Montgeron,FR,M9T
Montgeroult,FR,G3R
Montgiscard,FR,MNG
Montgivray,FR,MG7
Montgru-Saint-Hilaire,FR,NTG
Montgueux,FR,MX4
Montguyon,FR,MGQ
Monthelie,FR,MT2
Monthelon,FR,MM3
Monthermé,FR,MTH
Monthiers,FR,M5O
Monthou-sur-Bièvre,FR,MT4
Monthou-sur-Cher,FR,MS2
Monthureux-le-Sec,FR,XMU
Monthureux-sur-Saône,FR,MXS
Monthyon,FR,MYN
Montiéramey,FR,MTO
Montierchaume,FR,MRC
Montiers-sur-Saulx,FR,QMX
Montignac,FR,XMG
Montignac-Charente,FR,MCA
Montigné-sur-Moine,FR,OGM
Montigny,FR,MJJ
Montigny,FR,NIY
Montigny,FR,MYF
Montigny-aux-Amognes,FR,M58
Montigny-en-Gohelle,FR,MGE
Montigny-en-Ostrevent,FR,MKG
Montigny-la-Resle,FR,MJR
Montigny-le-Bretonneux,FR,MYX
Montigny-le-Franc,FR,FA2
Montigny-Lengrain,FR,GEG
Montigny-le-Roi,FR,GYR
Montigny-lès-Arsures,FR,YZK
Montigny-lès-Cormeilles,FR,MTS
Montigny-lès-Metz,FR,GYT
Montigny-les-Monts,FR,MGM
Montigny-lès-Vesoul,FR,IYV
Montigny-sur-Chiers,FR,MGC
Montigny-sur-Loing,FR,M4G
Montigny-sur-Meuse,FR,MXY
Montigny-sur-Vesle,FR,XMV
Montilliers,FR,NLI
Montilly-sur-Noireau,FR,TYL
Montils,FR,JKE
Montirat,FR,AD8
Montivilliers,FR,NIV
Montjavoult,FR,5DK
Montjean,FR,MJ2
Montjean-sur-Loire,FR,MJL
Montjoie-en-Couserans,FR,ME9
Montjustin,FR,MO9
Montlandon,FR,O6D
Montlaur,FR,OLM
Montlebon,FR,MB5
Mont-le-Vernois,FR,OVN
Mont-le-Vignoble,FR,MVB
Montlhéry,FR,MHY
Montlieu-la-Garde,FR,TL8
Montlignon,FR,MG8
Montlivault,FR,MV7
Montlouis-sur-Loire,FR,MII
Montluçon,FR,MCU
Montluel,FR,MLL
Montmacq,FR,M62
Montmagny,FR,MMG
Montmarault,FR,NRU
Montmaur,FR,NMU
Montmédy,FR,5MY
Montmelas-Saint-Sorlin,FR,TJM
Montmélian,FR,MML
Montmerle-sur-Saône,FR,MMU
Montmeyran,FR,6MD
Montmirail,FR,MMI
Montmirail,FR,NMI
Montmoreau,FR,6AU
Montmoreau-Saint-Cybard,FR,MMB
Montmorency,FR,FMY
Montmorillon,FR,MNM
Montmorot,FR,MTF
Montmort-Lucy,FR,MZC
Montner,FR,PO5
Mont-Notre-Dame,FR,NDM
Montoir-de-Bretagne,FR,MTX
Montoire,FR,MN4
Montoire-sur-le-Loir,FR,ML2
Montois-la-Montagne,FR,TAT
Montoison,FR,T8M
Montoulieu,FR,HHE
Montoy-Flanville,FR,MFV
Montpellier,FR,MPL
Montpellier-de-Médillan,FR,D5L
Montpeyroux,FR,MY7
Montpeyroux,FR,HRT
Montpezat,FR,ZP5
Montpezat-de-Quercy,FR,MZQ
Montpon-Ménestérol,FR,MPM
Montpont-en-Bresse,FR,MPB
Montpothier,FR,A73
Mont-près-Chambord,FR,MPC
Montrabé,FR,MTA
Montracol,FR,MQJ
Montréal,FR,AUM
Montréal-du-Gers,FR,GGZ
Montréal-la-Cluse,FR,MLP
Montredon-des-Corbières,FR,MCB
Montredon-Labessonnié,FR,LB6
Montregard,FR,M2D
Montréjeau,FR,3MJ
Montrelais,FR,O6A
Montreuil,FR,MTT
Montreuil,FR,MUI
Montreuil,FR,MTL
Montreuil-Bellay,FR,MBE
Montreuil-en-Auge,FR,QCC
Montreuil-Juigné,FR,MOJ
Montreuil-la-Cambe,FR,OMC
Montreuil-l'Argillé,FR,NLG
Montreuil-sous-Pérouse,FR,M3P
Montreuil-sur-Blaise,FR,NBE
Montreuil-sur-Ille,FR,35R
Montreuil-sur-Loir,FR,KLK
Montreuil-sur-Lozon,FR,MZW
Montreuil-sur-Maine,FR,NUM
Montreuil-sur-Mer,FR,MMC
Montreux,FR,MON
Montrevault,FR,MQK
Montrevault-sur-Èvre,FR,ME8
Montrevel,FR,4MO
Montrevel-en-Bresse,FR,MB2
Montrichard,FR,MRJ
Montrieux-en-Sologne,FR,ME7
Montrond,FR,M88
Montrond-le-Château,FR,2MN
Montrond-les-Bains,FR,MSB
Montrottier,FR,MNO
Montrouge,FR,MTG
Montrouveau,FR,TYV
Montry,FR,NTY
Monts,FR,NTS
Mont-Saint-Aignan,FR,MSK
Mont-Saint-Éloi,FR,MSQ
Mont-Saint-Martin,FR,MSM
Mont-Saint-Père,FR,8SP
Mont-Saint-Sulpice,FR,MS6
Montsaon,FR,M5S
Montsecret,FR,YMT
Montségur-sur-Lauzon,FR,GU4
Montséret,FR,MB4
Montsoreau,FR,MO3
Montsoué,FR,M3U
Montsoult,FR,NSO
Mont-sous-Vaudrey,FR,TDY
Mont-sur-Courville,FR,VT8
Mont-sur-Meurthe,FR,MMH
Mont-sur-Monnet,FR,J4J
Montsûrs,FR,NSU
Montsurvent,FR,M8V
Montsuzain,FR,ZNT
Montussan,FR,NTU
Montval-sur-Loir,FR,MQ6
Montvendre,FR,VTJ
Montville,FR,NTV
Montviron,FR,MWN
Monze,FR,NZ3
Moosch,FR,OOH
Moraches,FR,RVQ
Morains-le-Petit,FR,MPT
Morainvilliers,FR,ILS
Morancé,FR,MCC
Morancez,FR,MYQ
Morangis,FR,M6G
Morangis,FR,MGS
